trip_distance,rate_code,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount,trip_duration,calculated_total_amount,speed,is_top_pickup,is_top_dropoff,is_popular_route,is_peak_month,is_peak_day,is_peak_hour
11.06,1,0,1,37.5,0.0,0.5,8.81,5.76,52.87,0.41833333333333333,53.8,26.438247011952193,1,1,0,1,1,1
9.0,1,0,1,27.0,0.0,0.5,5.55,0.0,33.35,0.6136111111111111,44.46,14.66727025803531,1,0,0,0,1,0
7.6,1,0,1,25.0,0.5,0.5,2.63,0.0,28.93,0.47888888888888886,27.94,15.870069605568446,1,0,0,0,0,1
3.02,1,0,1,23.5,0.0,0.5,4.86,0.0,29.16,0.5341666666666667,26.76,5.6536661466458655,0,0,0,1,0,1
12.41,1,0,1,36.5,1.0,0.5,11.02,5.76,55.08,0.4013888888888889,33.95,30.91764705882353,1,0,0,1,0,0
9.8,1,0,1,43.0,1.0,0.5,12.6,5.76,63.16,0.595,35.16,16.47058823529412,1,1,0,0,0,0
19.49,1,0,1,55.5,0.0,0.5,10.0,0.0,66.3,0.2722222222222222,38.16,71.59591836734694,1,0,0,1,0,1
16.28,1,0,1,44.0,0.0,0.5,8.96,0.0,53.76,0.4922222222222222,48.2,33.0744920993228,1,0,0,1,1,1
3.5,1,0,1,23.0,1.0,0.5,3.72,0.0,28.52,0.9116666666666666,32.76,3.8391224862888484,1,0,0,1,1,0
9.69,1,0,1,30.5,0.0,0.5,7.41,5.76,44.47,0.2386111111111111,39.56,40.610011641443535,1,1,1,1,1,1
7.5,1,0,1,22.5,0.5,0.5,4.75,0.0,28.55,0.4413888888888889,54.56,16.99181875393329,0,0,0,0,0,1
8.69,1,0,1,29.0,0.5,0.5,9.09,0.0,39.39,0.4772222222222222,28.55,18.20954598370198,1,0,0,1,0,1
10.03,1,0,1,33.0,0.5,0.5,10.02,5.76,50.08,0.6286111111111111,32.2,15.95581087052585,1,1,1,1,1,0
10.01,1,0,1,33.5,0.0,0.5,8.01,5.76,48.07,0.46444444444444444,53.46999999999999,21.55263157894737,1,1,1,1,0,1
11.53,1,0,1,40.0,0.0,0.5,4.08,0.0,44.88,0.4127777777777778,24.8,27.932705248990576,0,0,0,1,1,1
5.18,1,0,1,24.5,1.0,0.5,6.58,0.0,32.88,0.3688888888888889,33.3,14.042168674698795,0,0,0,1,0,0
11.23,1,0,1,36.0,0.0,0.5,8.51,5.76,51.07,0.022222222222222223,33.959999999999994,505.35,0,1,0,1,1,1
1.45,1,0,1,23.5,0.0,0.5,6.08,0.0,30.38,0.25055555555555553,3.8,5.787139689578714,0,0,0,1,0,1
6.2,1,0,1,21.5,0.5,0.5,5.7,0.0,28.5,0.3641666666666667,3.8,17.02517162471396,0,0,0,0,1,0
9.7,1,0,1,33.0,0.0,0.5,7.9,5.76,47.46,0.6236111111111111,45.36,15.554565701559019,1,0,0,1,1,1
6.9,1,0,1,21.5,0.0,0.5,4.45,0.0,26.75,0.9272222222222222,58.85999999999999,7.441581785500301,0,0,0,0,1,1
7.1,1,0,1,25.5,0.0,0.5,5.26,0.0,31.56,0.6527777777777778,29.16,10.87659574468085,1,0,0,1,0,0
2.9,1,0,1,22.0,0.0,0.5,4.55,0.0,27.35,0.7069444444444445,32.8,4.102161100196463,0,1,0,1,0,1
7.81,1,0,1,25.0,0.5,0.5,6.58,0.0,32.88,0.8594444444444445,51.67,9.08726567550097,0,1,0,0,0,1
3.8,1,0,1,22.0,0.0,0.5,4.55,0.0,27.35,0.30333333333333334,44.28,12.527472527472526,1,0,0,1,1,1
10.6,1,0,1,32.0,0.5,0.5,8.3,0.0,41.6,0.7880555555555555,30.96,13.450828339795558,0,0,0,1,1,0
8.9,1,0,1,37.5,0.0,0.5,8.8,5.76,52.86,0.3655555555555556,27.95,24.346504559270517,1,1,1,1,1,1
7.14,1,0,1,22.0,0.5,0.5,6.99,0.0,30.29,0.5883333333333334,50.37,12.13597733711048,0,0,0,0,1,0
15.25,5,0,1,60.5,0.5,0.5,12.36,0.0,74.16,0.8122222222222222,42.25,18.77564979480164,1,1,0,1,0,1
0.33,1,0,1,3.0,0.0,0.5,1.14,0.0,4.94,0.44027777777777777,43.87,0.7495268138801262,0,0,0,1,1,0
7.6,1,0,1,25.0,0.5,0.5,0.3,0.0,26.6,0.27111111111111114,39.3,28.032786885245898,0,0,0,1,0,0
6.3,3,0,1,39.5,0.5,0.0,38.7,21.0,100.0,0.5525,116.8,11.402714932126697,1,1,0,0,1,0
6.51,1,0,1,23.0,0.0,0.5,4.76,0.0,28.56,0.605,50.7,10.760330578512397,1,1,0,0,0,1
5.47,1,0,1,25.0,1.0,0.5,3.08,0.0,29.88,0.2725,61.87,20.073394495412842,0,0,0,1,0,0
13.66,1,0,1,43.0,0.0,0.5,4.0,0.0,47.8,0.5408333333333334,27.96,25.257318952234204,1,0,0,1,0,0
9.9,1,0,1,36.5,0.0,0.5,10.76,5.76,53.82,0.48638888888888887,33.959999999999994,20.354083380925186,1,0,0,1,1,0
3.39,1,0,1,23.0,0.0,0.5,4.76,0.0,28.56,0.4036111111111111,30.36,8.399174122505162,0,0,0,0,0,0
5.87,1,0,1,27.0,0.0,0.5,4.0,0.0,31.8,0.4141666666666667,47.46999999999999,14.173038229376257,0,0,0,0,0,1
10.82,1,0,1,37.0,1.0,0.5,9.7,0.0,48.5,0.9919444444444444,48.06,10.907868944273314,1,0,0,0,0,0
7.87,1,0,1,23.5,0.0,0.5,7.29,0.0,31.59,0.35583333333333333,31.0,22.117096018735364,0,0,0,0,0,1
9.4,1,0,1,34.0,0.0,0.5,8.1,5.76,48.66,0.6111111111111112,23.85,15.381818181818181,1,0,0,1,0,1
3.6,1,0,1,21.5,0.0,0.5,4.0,0.0,26.3,0.5380555555555555,36.6,6.690758905524007,0,0,0,0,0,1
9.0,1,0,1,26.5,0.5,0.5,5.55,0.0,33.35,0.43083333333333335,96.96,20.889748549323016,0,0,0,1,0,1
12.1,1,0,0,39.0,0.5,0.5,0.0,0.0,40.3,0.9136111111111112,35.56,13.244147157190634,1,0,0,0,0,1
9.92,1,0,1,34.0,1.0,0.5,8.31,5.76,49.87,0.8108333333333333,37.56,12.234326824254882,1,0,1,1,0,0
11.03,1,0,1,32.5,0.5,0.5,7.91,5.76,47.47,0.3233333333333333,55.55,34.11340206185567,1,1,1,0,0,1
10.81,1,0,1,31.5,0.5,0.5,7.71,5.76,46.27,0.8844444444444445,5.52,12.222361809045227,1,1,1,0,1,1
7.1,1,0,1,26.5,1.0,0.5,5.65,0.0,33.95,0.6516666666666666,28.5,10.895140664961637,1,0,0,0,0,0
29.72,5,0,0,0.01,0.0,0.0,0.0,0.0,0.31,0.5341666666666667,34.44,55.6380655226209,1,1,0,0,0,0
7.57,1,0,1,25.5,0.0,0.5,5.26,0.0,31.56,0.5586111111111111,33.36,13.55146693187469,1,0,0,1,1,1
4.8,1,0,1,22.0,0.0,0.5,4.55,0.0,27.35,0.5080555555555556,36.07,9.447785675232366,0,0,0,1,1,1
10.3,1,0,1,32.0,0.5,0.5,6.66,0.0,39.96,0.7722222222222223,53.81999999999999,13.338129496402878,1,0,0,0,0,1
10.3,1,0,1,32.0,0.5,0.5,6.65,0.0,39.95,0.4841666666666667,41.46,21.273666092943202,0,1,0,0,0,1
5.7,1,0,1,27.0,0.0,0.5,2.78,0.0,30.58,0.3055555555555556,31.3,18.654545454545453,0,0,1,1,1,0
8.1,1,0,1,31.5,0.0,0.5,7.61,5.76,45.67,0.6136111111111111,33.349999999999994,13.200543232231778,1,0,0,0,0,1
6.95,1,0,1,30.0,0.5,0.5,6.26,0.0,37.56,0.9494444444444444,59.46999999999999,7.320070216500878,0,0,0,0,0,1
13.55,1,0,1,48.0,0.0,0.5,10.91,5.76,65.47,0.5363888888888889,40.26,25.261522527187985,1,0,0,1,1,1
9.07,1,0,1,30.5,0.0,0.5,7.41,5.76,44.47,0.6838888888888889,5.16,13.26238830219334,1,0,0,0,1,1
5.54,1,0,1,22.5,1.0,0.5,4.86,0.0,29.16,0.3038888888888889,39.75,18.230347349177332,0,0,0,0,0,1
7.0,1,0,1,23.5,0.5,0.5,4.2,0.0,29.0,0.6022222222222222,64.26,11.623616236162361,0,0,1,1,0,1
9.28,1,0,1,28.5,0.5,0.5,5.96,0.0,35.76,0.44916666666666666,35.379999999999995,20.660482374768087,1,0,0,1,0,1
13.29,1,0,1,46.5,1.0,0.5,10.81,5.76,64.87,0.3325,32.8,39.96992481203007,1,0,0,0,0,0
15.49,1,0,1,43.0,0.5,0.5,8.86,0.0,53.16,0.3947222222222222,32.75,39.24278676988037,1,0,0,1,0,1
12.8,1,0,1,36.0,0.5,0.5,7.45,0.0,44.75,0.6008333333333333,39.96,21.30374479889043,1,1,0,0,0,1
8.91,1,0,1,25.0,0.5,0.5,5.77,5.76,37.83,0.32972222222222225,50.67,27.02274641954507,1,0,0,0,1,0
4.2,1,0,1,21.5,0.0,0.5,4.45,0.0,26.75,0.4263888888888889,56.46999999999999,9.850162866449512,0,1,0,1,0,1
9.98,1,0,1,31.5,0.0,0.5,0.01,5.76,38.07,0.7444444444444445,27.36,13.405970149253731,0,1,0,1,1,0
8.53,1,0,1,26.5,0.0,0.5,6.61,5.76,39.67,0.9633333333333334,108.2,8.854671280276815,1,0,1,1,0,1
12.49,1,0,0,34.5,0.5,0.5,0.0,0.0,35.8,0.39944444444444444,59.46999999999999,31.26842837273992,0,0,0,1,0,1
18.44,1,0,1,49.0,0.5,0.5,10.06,0.0,60.36,0.4811111111111111,51.3,38.32794457274827,1,0,0,1,1,1
4.2,1,0,1,24.5,0.0,0.5,6.3,0.0,31.6,0.5675,36.62,7.400881057268723,0,0,0,1,1,1
5.92,1,0,1,22.0,0.0,0.5,5.7,0.0,28.5,0.465,37.55,12.731182795698924,0,0,0,0,0,0
4.8,1,0,1,26.0,0.0,0.5,5.36,0.0,32.16,0.6805555555555556,37.25,7.053061224489795,1,1,0,1,0,1
13.81,1,0,1,43.0,0.5,0.5,8.86,0.0,53.16,0.7269444444444444,29.16,18.99732518150554,0,0,0,1,0,1
9.91,1,0,1,29.5,0.5,0.5,7.31,5.76,43.87,0.6627777777777778,27.85,14.952221290863369,1,0,0,1,0,1
6.56,1,0,1,21.5,0.5,0.5,4.56,0.0,27.36,0.2961111111111111,32.76,22.153846153846153,1,1,0,1,1,1
16.2,1,0,1,49.5,0.0,0.5,10.05,0.0,60.35,0.3858333333333333,55.55,41.987041036717066,1,0,0,0,0,1
8.2,1,0,1,35.0,0.0,0.5,7.16,0.0,42.96,0.4963888888888889,40.27,16.51930609960828,1,1,0,1,0,1
11.8,1,0,1,33.5,0.0,0.5,6.86,0.0,41.16,0.5566666666666666,43.49,21.197604790419163,1,0,0,0,0,1
4.0,1,0,1,24.0,0.5,0.5,6.3,0.0,31.6,0.3447222222222222,26.73,11.603545527800161,0,0,0,0,0,1
0.3,1,0,1,3.0,0.0,0.5,0.75,0.0,4.55,0.7327777777777778,30.95,0.4094010614101592,1,0,0,1,0,1
8.53,1,0,1,33.0,1.0,0.5,10.14,5.76,50.7,0.37916666666666665,29.16,22.496703296703295,1,0,0,1,0,0
23.8,1,0,1,64.5,0.5,0.5,14.3,5.76,85.86,0.5055555555555555,55.84,47.07692307692308,1,0,0,0,0,1
8.32,1,0,1,24.5,0.5,0.5,4.0,0.0,29.8,0.49583333333333335,32.76,16.77983193277311,0,0,0,1,1,1
9.4,1,0,1,42.0,0.0,0.5,9.7,5.76,58.26,0.5583333333333333,26.76,16.83582089552239,1,0,0,0,1,1
7.6,1,0,1,31.0,0.0,0.5,6.35,0.0,38.15,0.25222222222222224,28.56,30.132158590308368,1,1,0,0,0,1
10.8,1,0,1,31.0,0.5,0.5,8.05,0.0,40.35,1.2344444444444445,28.8,8.74887488748875,1,0,0,0,0,1
8.5,1,0,1,25.5,0.5,0.5,6.5,5.76,39.06,0.2966666666666667,32.3,28.651685393258425,1,1,0,1,0,1
9.4,1,0,1,32.0,0.5,0.5,6.65,0.0,39.95,0.6558333333333334,35.16,14.332909783989834,1,0,0,1,0,1
6.56,1,0,1,29.0,0.0,0.5,7.45,0.0,37.25,0.7641666666666667,34.75,8.584514721919302,0,0,0,1,1,1
4.13,1,0,1,21.5,0.0,0.5,4.46,0.0,26.76,0.5136111111111111,60.06,8.041103299080584,0,1,0,1,0,1
8.3,1,0,0,30.0,0.0,0.5,0.0,0.0,30.8,0.6841666666666667,34.3,12.131546894031668,0,0,0,1,0,1
9.0,1,0,1,31.0,0.0,0.5,7.5,5.76,45.06,0.3458333333333333,46.31999999999999,26.02409638554217,0,1,0,1,0,1
11.67,1,0,1,38.0,0.0,0.5,7.76,0.0,46.56,0.42777777777777776,26.76,27.28051948051948,1,0,0,1,0,1
3.62,1,0,1,29.5,0.0,0.5,7.58,0.0,37.88,0.5022222222222222,100.49,7.207964601769912,1,0,0,1,1,1
6.17,1,0,1,25.0,0.0,0.5,6.31,5.76,37.87,0.335,33.95,18.417910447761194,1,0,0,1,1,1
4.7,1,0,0,27.5,0.0,0.5,0.0,0.0,28.3,0.45611111111111113,44.06,10.304506699147382,0,0,0,0,0,1
13.63,1,0,1,51.0,1.0,0.5,11.71,5.76,70.27,0.02861111111111111,43.06,476.3883495145631,1,0,0,1,0,0
0.03,1,0,1,3.0,0.5,0.5,0.86,0.0,5.16,0.47888888888888886,39.36,0.06264501160092807,1,0,0,0,0,1
9.6,1,0,1,27.5,0.0,0.5,6.81,5.76,40.87,0.5202777777777777,53.46999999999999,18.451681793913508,1,0,0,1,1,1
0.2,1,0,1,3.0,0.0,0.5,0.95,0.0,4.75,0.4775,43.5,0.41884816753926707,1,1,0,0,0,1
5.68,1,0,1,21.5,0.5,0.5,4.56,0.0,27.36,0.48083333333333333,30.36,11.812824956672443,0,0,0,1,0,1
6.5,1,0,1,22.0,0.0,0.5,4.55,0.0,27.35,0.025833333333333333,36.35,251.61290322580646,0,0,0,1,0,1
11.52,1,0,1,38.0,0.0,0.5,11.14,5.76,55.7,0.5638888888888889,39.06999999999999,20.429556650246305,1,0,1,0,0,1
9.8,1,0,1,30.5,0.0,0.5,4.0,5.76,41.06,0.34305555555555556,75.96,28.5668016194332,1,1,1,0,1,1
8.4,1,0,1,40.0,1.0,0.5,8.35,0.0,50.15,0.4688888888888889,29.3,17.914691943127963,0,0,0,1,1,0
10.54,1,0,0,33.0,0.0,0.5,0.0,5.76,39.56,0.5105555555555555,22.8,20.64417845484222,1,1,1,1,0,0
1.34,1,0,1,23.5,1.0,0.5,5.06,0.0,30.36,0.5952777777777778,30.8,2.2510499300046662,0,0,0,1,1,0
9.8,1,0,1,33.5,0.5,0.5,6.95,0.0,41.75,0.5419444444444445,242.32,18.083034341363405,1,0,0,1,1,1
3.5,1,0,1,30.0,0.0,0.5,6.15,0.0,36.95,0.6363888888888889,46.06,5.4997817546922745,0,0,0,1,1,1
9.06,1,0,1,27.0,0.5,0.5,5.66,0.0,33.96,0.4897222222222222,59.3,18.500283607487237,0,0,0,1,0,0
12.28,1,0,1,33.5,0.5,0.5,6.96,0.0,41.76,0.5419444444444445,27.95,22.659149154279856,0,1,0,0,0,0
11.78,1,0,1,33.0,0.0,0.5,10.14,0.0,43.94,0.4588888888888889,38.46,25.670702179176754,1,1,0,0,0,1
12.0,1,0,1,42.5,0.0,0.5,10.8,0.0,54.1,0.007222222222222222,38.27,1661.5384615384617,0,0,0,1,0,1
8.1,1,0,1,25.0,0.5,0.5,6.4,5.76,38.46,0.7177777777777777,33.959999999999994,11.284829721362229,0,1,0,0,0,0
13.3,1,0,1,45.0,0.0,0.5,10.0,0.0,55.8,0.6211111111111111,42.57999999999999,21.413237924865836,1,0,0,1,0,1
14.11,1,0,0,39.5,0.0,0.5,0.0,0.0,40.3,0.5086111111111111,23.3,27.74221736755871,0,0,0,0,1,0
8.9,1,0,0,31.0,0.5,0.5,0.0,0.0,32.3,0.8508333333333333,46.56,10.460333006856024,0,0,0,1,1,1
10.19,1,0,1,30.5,0.5,0.5,11.27,5.76,48.83,0.30444444444444446,54.67,33.47080291970803,1,1,1,1,1,1
5.65,1,0,1,23.5,0.0,0.5,4.86,0.0,29.16,0.5261111111111111,45.96,10.739176346356917,0,0,0,0,1,0
0.26,1,0,1,3.0,0.5,0.5,1.29,0.0,5.59,0.3363888888888889,37.13,0.772914946325351,0,0,0,1,1,1
8.06,1,0,1,24.0,0.5,0.5,4.0,5.76,35.06,0.4330555555555556,71.76,18.611930724823605,1,0,0,1,0,1
9.15,1,0,1,29.5,0.0,0.5,10.82,5.76,46.88,0.5775,42.06,15.844155844155845,1,0,0,1,0,1
9.34,1,0,1,29.5,0.0,0.5,7.21,5.76,43.27,1.3069444444444445,59.3,7.14643995749203,1,0,0,1,1,1
9.58,1,0,0,30.5,1.0,0.5,0.0,0.0,32.3,0.9936111111111111,28.8,9.641599105395583,0,0,0,1,0,0
5.6,1,0,1,25.0,0.5,0.5,5.25,0.0,31.55,0.4361111111111111,37.88,12.84076433121019,1,0,0,0,1,1
10.45,1,0,1,37.5,0.0,0.5,8.81,5.76,52.87,0.3175,30.95,32.91338582677165,1,0,0,1,0,0
11.01,1,0,0,32.5,0.5,0.5,0.0,0.0,33.8,0.31277777777777777,24.8,35.200710479573715,1,0,0,1,0,1
4.13,1,0,1,23.0,0.5,0.5,6.08,0.0,30.38,1.0797222222222225,25.3,3.8250578852585533,0,0,0,1,1,1
0.22,1,0,1,3.0,0.0,0.5,1.14,0.0,4.94,0.3858333333333333,26.76,0.5701943844492441,0,0,0,1,0,1
14.54,1,0,1,43.5,0.5,0.5,7.5,5.76,58.06,0.8538888888888889,40.85999999999999,17.02797657774886,1,0,0,0,0,1
12.34,1,0,1,39.5,0.0,0.5,9.21,5.76,55.27,0.45,29.6,27.42222222222222,1,1,1,1,0,0
21.92,1,0,0,62.5,0.5,0.5,0.0,0.0,63.8,0.4186111111111111,53.76,52.36363636363637,0,0,0,1,0,1
5.21,1,0,1,25.5,0.0,0.5,6.58,0.0,32.88,0.6722222222222223,5.76,7.750413223140495,0,0,0,0,0,1
7.6,1,0,0,22.5,0.0,0.5,0.0,0.0,23.3,0.5705555555555556,43.3,13.320350535540408,0,0,0,0,0,1
8.2,1,0,1,26.5,0.5,0.5,10.05,5.76,43.61,0.020277777777777777,33.959999999999994,404.3835616438356,1,0,0,1,1,1
15.86,1,0,1,43.5,0.5,0.5,8.0,0.0,52.8,0.31055555555555553,3.8,51.06976744186047,1,0,0,0,0,1
9.52,1,0,1,35.5,0.0,0.5,8.41,5.76,50.47,0.6316666666666667,195.38,15.071240105540895,1,0,0,1,0,0
9.27,1,0,1,30.0,1.0,0.5,7.51,5.76,45.07,0.6022222222222222,33.349999999999994,15.392988929889299,1,0,0,0,0,0
8.83,1,0,1,25.5,0.5,0.5,6.7,0.0,33.5,0.8788888888888889,32.89,10.04677623261694,0,0,0,0,1,1
7.61,1,0,1,33.0,0.5,0.5,6.86,0.0,41.16,0.3488888888888889,45.06999999999999,21.812101910828027,1,0,0,1,1,1
5.86,1,0,1,24.0,0.5,0.5,5.06,0.0,30.36,0.5486111111111112,28.55,10.681518987341772,0,0,0,0,0,0
10.34,1,0,1,30.5,0.0,0.5,11.12,5.76,48.18,0.6044444444444445,49.56,17.106617647058822,1,1,1,1,0,1
1.57,1,0,1,27.0,0.0,0.5,5.56,0.0,33.36,0.6447222222222222,28.3,2.4351572598018096,0,1,0,1,1,0
11.9,1,0,1,33.0,0.0,0.5,10.1,0.0,43.9,0.48777777777777775,30.3,24.396355353075172,1,1,0,1,0,0
12.82,1,0,1,35.5,0.5,0.5,7.36,0.0,44.16,0.6683333333333333,32.8,19.18204488778055,0,1,0,1,0,1
9.74,1,0,1,32.0,0.5,0.5,7.81,5.76,46.87,0.39694444444444443,42.04,24.53743876836949,1,0,0,1,1,1
8.53,1,0,1,28.0,0.5,0.5,4.0,0.0,33.3,0.5363888888888889,34.55,15.9026411185914,1,0,0,0,0,1
1.57,1,0,1,22.5,0.0,0.5,3.2,0.0,26.5,0.3486111111111111,47.31,4.503585657370518,0,1,0,1,1,1
11.35,1,0,1,34.0,0.5,0.5,8.21,5.76,49.27,0.41,46.0,27.682926829268293,1,0,0,0,0,1
12.27,1,0,1,37.5,0.0,0.5,0.0,5.76,44.06,0.29833333333333334,54.56,41.12849162011173,0,1,0,0,1,1
19.0,1,0,1,55.5,0.5,0.5,8.0,0.0,64.8,0.47805555555555557,40.27,39.74433468913422,1,0,0,0,0,1
0.1,1,0,1,3.0,1.0,0.5,0.95,0.0,5.75,0.4675,26.6,0.21390374331550802,0,0,0,1,0,0
10.51,1,0,0,32.0,0.0,0.5,0.0,2.64,35.44,0.5258333333333334,56.76,19.987321711568935,1,0,0,0,1,1
5.64,1,0,1,28.5,0.0,0.5,5.86,0.0,35.16,0.5961111111111111,3.3,9.461323392357874,0,0,0,0,0,1
6.7,1,0,1,28.0,1.0,0.5,5.96,0.0,35.76,0.7083333333333334,53.46999999999999,9.458823529411765,1,0,0,1,0,0
0.1,1,0,0,3.0,0.5,0.5,0.0,0.0,4.3,0.5002777777777778,23.3,0.19988895058300943,0,0,0,1,0,0
15.6,5,0,1,88.0,0.0,0.5,20.26,12.5,121.56,0.33416666666666667,36.96,46.68329177057357,0,1,0,1,0,1
9.2,1,0,1,28.0,0.5,0.5,7.0,5.76,42.06,0.47194444444444444,4.9,19.493819894055324,1,0,0,0,1,1
10.13,1,0,1,30.0,0.0,0.5,5.48,5.76,42.04,0.7772222222222223,27.8,13.033595425303789,0,0,0,1,0,1
8.68,1,0,0,27.0,0.5,0.5,0.0,0.0,28.3,0.6733333333333333,4.3,12.89108910891089,0,0,0,1,0,1
8.1,1,0,1,26.5,1.0,0.5,5.65,0.0,33.95,0.71,65.32,11.408450704225352,0,0,0,0,0,0
6.2,1,0,1,23.0,0.5,0.5,4.0,0.0,28.3,0.61,29.16,10.163934426229508,0,0,0,1,1,0
19.4,1,0,1,54.0,0.5,0.5,11.05,0.0,66.35,0.5447222222222222,38.3,35.61448240693524,1,0,0,1,0,0
5.59,1,0,1,24.0,0.0,0.5,0.0,0.0,24.8,0.54,30.35,10.351851851851851,0,0,0,0,1,1
11.94,5,0,1,45.0,0.0,0.5,10.31,5.76,61.87,0.42333333333333334,25.64,28.20472440944882,0,0,0,1,1,0
10.6,1,0,1,30.0,0.5,0.5,6.25,0.0,37.55,0.006944444444444444,27.3,1526.4,1,0,0,1,0,1
6.42,1,0,1,26.0,0.0,0.5,5.36,0.0,32.16,0.42055555555555557,47.46,15.26552179656539,0,0,0,1,0,1
7.37,1,0,1,22.0,0.5,0.5,4.0,0.0,27.3,0.4716666666666667,39.12,15.625441696113073,0,0,0,1,1,1
25.1,5,0,1,108.0,1.0,0.5,15.0,0.0,124.8,0.7708333333333334,61.26,32.56216216216216,1,1,0,0,1,0
16.57,1,0,1,48.5,0.5,0.5,9.96,0.0,59.76,1.1269444444444447,46.31,14.703475474488535,0,0,0,1,1,1
2.3,1,0,1,22.5,0.0,0.5,4.65,0.0,27.95,0.6002777777777778,32.76,3.831559463211476,0,1,0,1,0,1
8.7,1,0,1,35.0,0.0,0.5,8.3,5.76,49.86,0.8325,70.93,10.450450450450449,1,1,1,1,1,1
13.68,5,0,1,96.0,0.0,0.5,21.46,10.5,128.76,0.028055555555555556,44.46,487.6039603960396,0,1,0,1,1,1
4.92,1,0,1,28.0,0.5,0.5,4.4,0.0,33.7,0.5391666666666667,30.38,9.125193199381762,0,0,0,0,1,1
7.04,1,0,1,37.0,1.0,0.5,7.76,0.0,46.56,0.9647222222222223,50.06,7.297437374028218,1,0,0,1,0,0
9.01,1,0,1,30.5,0.5,0.5,4.4,0.0,36.2,0.43555555555555553,46.87,20.68622448979592,0,0,0,1,1,1
11.19,1,0,1,31.0,0.0,0.5,8.0,0.0,39.8,0.6772222222222222,33.8,16.5233798195242,0,0,0,1,1,1
10.6,1,0,1,31.0,0.0,0.5,6.35,0.0,38.15,1.2641666666666667,28.55,8.384970336189848,1,1,0,1,1,0
9.67,1,0,1,28.0,0.0,0.5,6.91,5.76,41.47,0.7730555555555556,51.62,12.508803449514911,1,0,0,1,0,1
9.0,1,0,1,31.5,1.0,0.5,7.8,5.76,46.86,1.1472222222222221,28.52,7.845036319612591,0,1,0,1,0,0
10.22,1,0,1,31.5,0.0,0.5,7.61,5.76,45.67,0.4008333333333333,180.94,25.4968814968815,0,1,0,1,0,1
13.0,1,0,1,38.0,0.5,0.5,7.85,0.0,47.15,0.4411111111111111,51.0,29.471032745591938,1,0,0,1,0,1
10.4,1,0,1,31.5,1.0,0.5,7.8,5.76,46.86,0.5163888888888889,32.16,20.13986013986014,1,1,1,1,0,0
9.03,1,0,1,26.0,0.5,0.5,6.61,5.76,39.67,0.5005555555555555,49.87,18.039955604883463,1,1,1,0,0,1
10.46,1,0,1,33.0,0.0,0.5,7.91,5.76,47.47,0.7127777777777777,32.3,14.674980514419332,0,1,0,1,1,1
20.26,1,0,1,55.0,0.5,0.5,11.26,0.0,67.56,0.32805555555555554,51.24,61.75783234546995,1,0,0,1,0,0
6.97,1,0,1,22.0,0.0,0.5,4.56,0.0,27.36,0.39611111111111114,40.8,17.596072931276296,0,0,0,1,0,1
11.73,1,0,1,38.5,0.0,0.5,9.01,5.76,54.07,0.47694444444444445,48.8,24.594059405940595,1,1,1,1,1,1
9.2,1,0,1,29.0,0.5,0.5,6.05,0.0,36.35,0.7152777777777778,39.96,12.862135922330095,0,0,0,0,1,1
6.6,1,0,1,22.0,0.0,0.5,4.55,0.0,27.35,0.5713888888888888,52.87,11.550802139037433,0,0,1,1,0,1
9.14,1,0,0,35.0,1.0,0.5,0.0,0.0,36.8,0.39166666666666666,45.66,23.33617021276596,1,0,0,0,0,0
16.2,1,0,1,44.0,0.5,0.5,9.05,0.0,54.35,0.5094444444444445,30.35,31.79934569247546,1,0,0,1,0,0
11.5,1,0,1,53.0,1.0,0.5,3.5,0.0,58.3,0.9155555555555556,27.36,12.560679611650485,0,0,0,1,0,0
6.09,1,0,1,26.0,0.5,0.5,5.46,0.0,32.76,0.33611111111111114,31.3,18.119008264462806,0,0,0,0,0,0
6.8,1,0,1,22.5,0.5,0.5,4.75,0.0,28.55,0.026111111111111113,73.56,260.4255319148936,0,0,0,1,0,1
14.02,1,0,1,44.0,0.0,0.5,10.11,5.76,60.67,0.41833333333333333,59.46999999999999,33.51394422310757,1,0,0,1,0,1
11.1,1,0,1,37.5,0.5,0.5,8.0,0.0,46.8,0.022222222222222223,25.3,499.49999999999994,0,0,0,1,0,1
11.0,1,0,1,35.0,1.0,0.5,8.5,5.76,51.06,0.4752777777777778,33.959999999999994,23.14436002337814,0,0,1,0,0,0
3.5,1,0,1,22.5,0.5,0.5,5.95,0.0,29.75,0.6888888888888889,44.59,5.080645161290323,0,0,0,1,0,1
14.5,1,0,0,44.0,0.0,0.5,0.0,0.0,44.8,0.018055555555555554,32.8,803.0769230769232,1,0,0,1,0,1
9.46,1,0,1,28.5,0.0,0.5,7.01,5.76,42.07,0.3258333333333333,30.96,29.033248081841435,1,0,0,0,0,1
10.3,1,0,1,33.5,0.0,0.5,10.0,5.76,50.06,0.41888888888888887,33.959999999999994,24.588859416445626,1,1,1,1,0,0
4.72,5,0,1,60.0,0.0,0.5,21.39,10.5,92.69,0.5027777777777778,28.56,9.387845303867403,0,1,0,0,1,0
7.7,1,0,0,26.0,0.5,0.5,0.0,0.0,27.3,0.5530555555555555,61.87,13.922651933701658,1,0,0,1,1,1
6.15,1,0,1,22.0,0.0,0.5,0.0,0.0,22.8,0.6191666666666666,40.31999999999999,9.93270524899058,1,0,0,1,1,0
